2016-02-23 11:44:08,892 |OFBiz-config-1       |DatabaseUtil                  |W| Table named [MIME_TYPE] exists in the database but has no corresponding entity
2016-02-23 12:28:53,891 |0.0.0.0-8443-exec-31 |ControlServlet                |T| [[[main(Domain:https://localhost)] Request Done- total:0.053,since last([main(Domain:http...):0.054]]
2016-02-23 12:28:58,099 |0.0.0.0-8443-exec-31 |ContextFilter                 |I| [Domain]: localhost [Request]: /webtools/control/checkLogin/main
2016-02-23 12:28:58,099 |0.0.0.0-8443-exec-31 |ControlServlet                |T| [[[checkLogin(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-23 12:28:58,109 |0.0.0.0-8443-exec-31 |RequestHandler                |I| Ran Event [java:org.ofbiz.webapp.control.LoginWorker#extensionCheckLogin] from [request], result is [success]
2016-02-23 12:28:58,109 |0.0.0.0-8443-exec-31 |RequestHandler                |I| Rendering View [main], sessionId=8FBC5D3CA47E4012383D1A403CF6D186.jvm1
2016-02-23 12:28:58,110 |0.0.0.0-8443-exec-31 |ServiceDispatcher             |T| Sync service [webtools/getUserPreferenceGroup] finished in [1] milliseconds
2016-02-23 12:28:58,142 |0.0.0.0-8443-exec-31 |ModelService                  |I| Set default value [SECURITY] for parameter [primaryPermission]
2016-02-23 12:28:58,144 |0.0.0.0-8443-exec-31 |ServiceDispatcher             |T| Sync service [webtools/securityPermissionCheck] finished in [2] milliseconds
2016-02-23 12:28:58,145 |0.0.0.0-8443-exec-31 |ModelService                  |I| Set default value [SECURITY] for parameter [primaryPermission]
2016-02-23 12:28:58,147 |0.0.0.0-8443-exec-31 |ServiceDispatcher             |T| Sync service [webtools/securityPermissionCheck] finished in [2] milliseconds
2016-02-23 12:28:58,148 |0.0.0.0-8443-exec-31 |ModelService                  |I| Set default value [SECURITY] for parameter [primaryPermission]
2016-02-23 12:28:58,150 |0.0.0.0-8443-exec-31 |ServiceDispatcher             |T| Sync service [webtools/securityPermissionCheck] finished in [2] milliseconds
2016-02-23 12:28:58,161 |0.0.0.0-8443-exec-31 |ServerHitBin                  |I| Visit delegatorName=default, ServerHitBin delegatorName=default
2016-02-23 12:28:58,164 |0.0.0.0-8443-exec-31 |ControlServlet                |T| [[[checkLogin(Domain:https://localhost)] Request Done- total:0.065,since last([checkLogin(Domai...):0.065]]
2016-02-23 12:29:41,482 |OFBiz-JobQueue-1     |PersistedServiceJob           |I| Job  [Send Email] Id [19804] -- Next runtime: Tue Feb 23 12:44:41 CST 2016
2016-02-23 12:29:41,495 |OFBiz-JobQueue-1     |ServiceDispatcher             |T| Sync service [default/sendEmailDated] finished in [13] milliseconds
2016-02-23 12:30:58,820 |0.0.0.0-8443-exec-31 |ContextFilter                 |I| [Domain]: localhost [Request]: /webtools/control/checkLogin/main
2016-02-23 12:30:58,820 |0.0.0.0-8443-exec-31 |ControlServlet                |T| [[[checkLogin(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-23 12:30:58,827 |0.0.0.0-8443-exec-31 |ConfigXMLReader               |I| controller loaded: 0.001s, 111 requests, 70 views in jndi:/0.0.0.0/webtools/WEB-INF/controller.xml
2016-02-23 12:30:58,830 |0.0.0.0-8443-exec-31 |ConfigXMLReader               |I| controller loaded: 0.0s, 39 requests, 19 views in file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/webcommon/WEB-INF/common-controller.xml
2016-02-23 12:30:58,832 |0.0.0.0-8443-exec-31 |ConfigXMLReader               |I| controller loaded: 0.0s, 0 requests, 0 views in file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/webcommon/WEB-INF/handlers-controller.xml
2016-02-23 12:30:58,835 |0.0.0.0-8443-exec-31 |ConfigXMLReader               |I| controller loaded: 0.001s, 26 requests, 10 views in file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/webcommon/WEB-INF/portal-controller.xml
2016-02-23 12:30:58,837 |0.0.0.0-8443-exec-31 |ConfigXMLReader               |I| controller loaded: 0.0s, 30 requests, 13 views in file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/webcommon/WEB-INF/security-controller.xml
2016-02-23 12:30:58,839 |0.0.0.0-8443-exec-31 |ConfigXMLReader               |I| controller loaded: 0.0s, 5 requests, 0 views in file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/webcommon/WEB-INF/tempexpr-controller.xml
2016-02-23 12:30:58,849 |0.0.0.0-8443-exec-31 |RequestHandler                |I| Ran Event [java:org.ofbiz.webapp.control.LoginWorker#extensionCheckLogin] from [request], result is [success]
2016-02-23 12:30:58,860 |0.0.0.0-8443-exec-31 |RequestHandler                |I| Rendering View [main], sessionId=8FBC5D3CA47E4012383D1A403CF6D186.jvm1
2016-02-23 12:30:58,905 |0.0.0.0-8443-exec-31 |ServiceDispatcher             |T| Sync service [webtools/getUserPreferenceGroup] finished in [1] milliseconds
2016-02-23 12:30:58,909 |0.0.0.0-8443-exec-31 |ScreenFactory                 |I| Got 11 screens in 0.003s from: file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/webtools/widget/CommonScreens.xml
2016-02-23 12:30:58,914 |0.0.0.0-8443-exec-31 |ScreenFactory                 |I| Got 24 screens in 0.004s from: file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/widget/CommonScreens.xml
2016-02-23 12:30:58,923 |0.0.0.0-8443-exec-31 |ServiceDispatcher             |T| Sync service [webtools/getVisualThemeResources] finished in [8] milliseconds
2016-02-23 12:30:58,995 |0.0.0.0-8443-exec-31 |ModelService                  |I| Set default value [SECURITY] for parameter [primaryPermission]
2016-02-23 12:30:59,006 |0.0.0.0-8443-exec-31 |ServiceDispatcher             |T| Sync service [webtools/securityPermissionCheck] finished in [11] milliseconds
2016-02-23 12:30:59,008 |0.0.0.0-8443-exec-31 |ModelService                  |I| Set default value [SECURITY] for parameter [primaryPermission]
2016-02-23 12:30:59,010 |0.0.0.0-8443-exec-31 |ServiceDispatcher             |T| Sync service [webtools/securityPermissionCheck] finished in [2] milliseconds
2016-02-23 12:30:59,011 |0.0.0.0-8443-exec-31 |ModelService                  |I| Set default value [SECURITY] for parameter [primaryPermission]
2016-02-23 12:30:59,013 |0.0.0.0-8443-exec-31 |ServiceDispatcher             |T| Sync service [webtools/securityPermissionCheck] finished in [2] milliseconds
2016-02-23 12:30:59,055 |0.0.0.0-8443-exec-31 |ServerHitBin                  |I| Visit delegatorName=default, ServerHitBin delegatorName=default
2016-02-23 12:30:59,077 |0.0.0.0-8443-exec-31 |ControlServlet                |T| [[[checkLogin(Domain:https://localhost)] Request Done- total:0.257,since last([checkLogin(Domai...):0.257]]
2016-02-23 12:30:59,084 |0.0.0.0-8443-exec-34 |ContextFilter                 |I| [Domain]: localhost [Request]: /webtools/bootstrap/js/bootstrap.min.js
2016-02-23 12:30:59,084 |0.0.0.0-8443-exec-33 |ContextFilter                 |I| [Domain]: localhost [Request]: /webtools/plugins/jQuery/jQuery-2.1.4.min.js
2016-02-23 12:30:59,085 |0.0.0.0-8443-exec-34 |ContextFilter                 |W| [Filtered request]: /webtools/bootstrap/js/bootstrap.min.js (/control/main)
2016-02-23 12:30:59,085 |0.0.0.0-8443-exec-33 |ContextFilter                 |W| [Filtered request]: /webtools/plugins/jQuery/jQuery-2.1.4.min.js (/control/main)
2016-02-23 12:30:59,103 |0.0.0.0-8443-exec-33 |ContextFilter                 |I| [Domain]: localhost [Request]: /webtools/plugins/fastclick/fastclick.min.js
2016-02-23 12:30:59,103 |0.0.0.0-8443-exec-33 |ContextFilter                 |W| [Filtered request]: /webtools/plugins/fastclick/fastclick.min.js (/control/main)
2016-02-23 12:30:59,120 |0.0.0.0-8443-exec-40 |ContextFilter                 |I| [Domain]: localhost [Request]: /webtools/dist/js/app.min.js
2016-02-23 12:30:59,120 |0.0.0.0-8443-exec-40 |ContextFilter                 |W| [Filtered request]: /webtools/dist/js/app.min.js (/control/main)
2016-02-23 12:30:59,122 |0.0.0.0-8443-exec-42 |ContextFilter                 |I| [Domain]: localhost [Request]: /webtools/plugins/slimScroll/jquery.slimscroll.min.js
2016-02-23 12:30:59,122 |0.0.0.0-8443-exec-42 |ContextFilter                 |W| [Filtered request]: /webtools/plugins/slimScroll/jquery.slimscroll.min.js (/control/main)
2016-02-23 12:30:59,132 |0.0.0.0-8443-exec-41 |ContextFilter                 |I| [Domain]: localhost [Request]: /webtools/dist/img/user2-160x160.jpg
2016-02-23 12:30:59,132 |0.0.0.0-8443-exec-41 |ContextFilter                 |W| [Filtered request]: /webtools/dist/img/user2-160x160.jpg (/control/main)
2016-02-23 12:30:59,204 |0.0.0.0-8443-exec-44 |ContextFilter                 |I| [Domain]: localhost [Request]: /webtools/dist/js/demo.js
2016-02-23 12:30:59,204 |0.0.0.0-8443-exec-44 |ContextFilter                 |W| [Filtered request]: /webtools/dist/js/demo.js (/control/main)
2016-02-23 12:30:59,206 |0.0.0.0-8443-exec-43 |ContextFilter                 |I| [Domain]: localhost [Request]: /webtools/control/main
2016-02-23 12:30:59,206 |0.0.0.0-8443-exec-43 |ControlServlet                |T| [[[main(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-23 12:30:59,209 |0.0.0.0-8443-exec-33 |ContextFilter                 |I| [Domain]: localhost [Request]: /webtools/control/main
2016-02-23 12:30:59,209 |0.0.0.0-8443-exec-43 |RequestHandler                |I| Rendering View [main], sessionId=8FBC5D3CA47E4012383D1A403CF6D186.jvm1
2016-02-23 12:30:59,209 |0.0.0.0-8443-exec-33 |ControlServlet                |T| [[[main(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-23 12:30:59,213 |0.0.0.0-8443-exec-33 |RequestHandler                |I| Rendering View [main], sessionId=8FBC5D3CA47E4012383D1A403CF6D186.jvm1
2016-02-23 12:30:59,214 |0.0.0.0-8443-exec-40 |ContextFilter                 |I| [Domain]: localhost [Request]: /webtools/control/main
2016-02-23 12:30:59,214 |0.0.0.0-8443-exec-40 |ControlServlet                |T| [[[main(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-23 12:30:59,216 |0.0.0.0-8443-exec-40 |RequestHandler                |I| Rendering View [main], sessionId=8FBC5D3CA47E4012383D1A403CF6D186.jvm1
2016-02-23 12:30:59,219 |0.0.0.0-8443-exec-33 |ServiceDispatcher             |T| Sync service [webtools/getUserPreferenceGroup] finished in [5] milliseconds
2016-02-23 12:30:59,219 |0.0.0.0-8443-exec-40 |ServiceDispatcher             |T| Sync service [webtools/getUserPreferenceGroup] finished in [1] milliseconds
2016-02-23 12:30:59,224 |0.0.0.0-8443-exec-40 |ServiceDispatcher             |T| Sync service [webtools/getVisualThemeResources] finished in [3] milliseconds
2016-02-23 12:30:59,260 |0.0.0.0-8443-exec-40 |ModelService                  |I| Set default value [SECURITY] for parameter [primaryPermission]
2016-02-23 12:30:59,260 |0.0.0.0-8443-exec-43 |ModelService                  |I| Set default value [SECURITY] for parameter [primaryPermission]
2016-02-23 12:30:59,266 |0.0.0.0-8443-exec-33 |ModelService                  |I| Set default value [SECURITY] for parameter [primaryPermission]
2016-02-23 12:30:59,268 |0.0.0.0-8443-exec-43 |ServiceDispatcher             |T| Sync service [webtools/securityPermissionCheck] finished in [8] milliseconds
2016-02-23 12:30:59,268 |0.0.0.0-8443-exec-40 |ServiceDispatcher             |T| Sync service [webtools/securityPermissionCheck] finished in [8] milliseconds
2016-02-23 12:30:59,270 |0.0.0.0-8443-exec-40 |ModelService                  |I| Set default value [SECURITY] for parameter [primaryPermission]
2016-02-23 12:30:59,270 |0.0.0.0-8443-exec-43 |ModelService                  |I| Set default value [SECURITY] for parameter [primaryPermission]
2016-02-23 12:30:59,270 |0.0.0.0-8443-exec-33 |ServiceDispatcher             |T| Sync service [webtools/securityPermissionCheck] finished in [4] milliseconds
2016-02-23 12:30:59,272 |0.0.0.0-8443-exec-33 |ModelService                  |I| Set default value [SECURITY] for parameter [primaryPermission]
2016-02-23 12:30:59,273 |0.0.0.0-8443-exec-40 |ServiceDispatcher             |T| Sync service [webtools/securityPermissionCheck] finished in [3] milliseconds
2016-02-23 12:30:59,274 |0.0.0.0-8443-exec-43 |ServiceDispatcher             |T| Sync service [webtools/securityPermissionCheck] finished in [3] milliseconds
2016-02-23 12:30:59,275 |0.0.0.0-8443-exec-40 |ModelService                  |I| Set default value [SECURITY] for parameter [primaryPermission]
2016-02-23 12:30:59,275 |0.0.0.0-8443-exec-43 |ModelService                  |I| Set default value [SECURITY] for parameter [primaryPermission]
2016-02-23 12:30:59,276 |0.0.0.0-8443-exec-33 |ServiceDispatcher             |T| Sync service [webtools/securityPermissionCheck] finished in [4] milliseconds
2016-02-23 12:30:59,277 |0.0.0.0-8443-exec-33 |ModelService                  |I| Set default value [SECURITY] for parameter [primaryPermission]
2016-02-23 12:30:59,277 |0.0.0.0-8443-exec-40 |ServiceDispatcher             |T| Sync service [webtools/securityPermissionCheck] finished in [2] milliseconds
2016-02-23 12:30:59,277 |0.0.0.0-8443-exec-43 |ServiceDispatcher             |T| Sync service [webtools/securityPermissionCheck] finished in [2] milliseconds
2016-02-23 12:30:59,278 |0.0.0.0-8443-exec-33 |ServiceDispatcher             |T| Sync service [webtools/securityPermissionCheck] finished in [1] milliseconds
2016-02-23 12:30:59,293 |0.0.0.0-8443-exec-33 |TransactionUtil               |W| No transaction in place, so not suspending.
2016-02-23 12:30:59,296 |0.0.0.0-8443-exec-42 |ContextFilter                 |I| [Domain]: localhost [Request]: /webtools/control/main
2016-02-23 12:30:59,296 |0.0.0.0-8443-exec-42 |ControlServlet                |T| [[[main(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-23 12:30:59,298 |0.0.0.0-8443-exec-42 |RequestHandler                |I| Rendering View [main], sessionId=8FBC5D3CA47E4012383D1A403CF6D186.jvm1
2016-02-23 12:30:59,300 |0.0.0.0-8443-exec-33 |SequenceUtil                  |I| Got bank of sequenced IDs for [ServerHitBin]; curSeqId=12160, maxSeqId=12170, bankSize=10
2016-02-23 12:30:59,300 |0.0.0.0-8443-exec-42 |ServiceDispatcher             |T| Sync service [webtools/getUserPreferenceGroup] finished in [1] milliseconds
2016-02-23 12:30:59,302 |0.0.0.0-8443-exec-42 |ServiceDispatcher             |T| Sync service [webtools/getVisualThemeResources] finished in [1] milliseconds
2016-02-23 12:30:59,306 |0.0.0.0-8443-exec-33 |ServerHitBin                  |I| Visit delegatorName=default, ServerHitBin delegatorName=default
2016-02-23 12:30:59,309 |0.0.0.0-8443-exec-33 |ControlServlet                |T| [[[main(Domain:https://localhost)] Request Done- total:0.1,since last([main(Domain:http...):0.1]]
2016-02-23 12:30:59,309 |0.0.0.0-8443-exec-41 |ContextFilter                 |I| [Domain]: localhost [Request]: /webtools/control/main
2016-02-23 12:30:59,309 |0.0.0.0-8443-exec-41 |ControlServlet                |T| [[[main(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-23 12:30:59,310 |0.0.0.0-8443-exec-41 |RequestHandler                |I| Rendering View [main], sessionId=8FBC5D3CA47E4012383D1A403CF6D186.jvm1
2016-02-23 12:30:59,311 |0.0.0.0-8443-exec-33 |ContextFilter                 |I| [Domain]: localhost [Request]: /webtools/control/main
2016-02-23 12:30:59,311 |0.0.0.0-8443-exec-33 |ControlServlet                |T| [[[main(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-23 12:30:59,313 |0.0.0.0-8443-exec-33 |RequestHandler                |I| Rendering View [main], sessionId=8FBC5D3CA47E4012383D1A403CF6D186.jvm1
2016-02-23 12:30:59,314 |0.0.0.0-8443-exec-41 |ServiceDispatcher             |T| Sync service [webtools/getVisualThemeResources] finished in [1] milliseconds
2016-02-23 12:30:59,317 |0.0.0.0-8443-exec-33 |ServiceDispatcher             |T| Sync service [webtools/getVisualThemeResources] finished in [1] milliseconds
2016-02-23 12:30:59,339 |0.0.0.0-8443-exec-42 |ModelService                  |I| Set default value [SECURITY] for parameter [primaryPermission]
2016-02-23 12:30:59,341 |0.0.0.0-8443-exec-42 |ServiceDispatcher             |T| Sync service [webtools/securityPermissionCheck] finished in [2] milliseconds
2016-02-23 12:30:59,343 |0.0.0.0-8443-exec-42 |ModelService                  |I| Set default value [SECURITY] for parameter [primaryPermission]
2016-02-23 12:30:59,346 |0.0.0.0-8443-exec-42 |ServiceDispatcher             |T| Sync service [webtools/securityPermissionCheck] finished in [3] milliseconds
2016-02-23 12:30:59,347 |0.0.0.0-8443-exec-42 |ModelService                  |I| Set default value [SECURITY] for parameter [primaryPermission]
2016-02-23 12:30:59,351 |0.0.0.0-8443-exec-42 |ServiceDispatcher             |T| Sync service [webtools/securityPermissionCheck] finished in [4] milliseconds
2016-02-23 12:30:59,351 |0.0.0.0-8443-exec-41 |ModelService                  |I| Set default value [SECURITY] for parameter [primaryPermission]
2016-02-23 12:30:59,353 |0.0.0.0-8443-exec-41 |ServiceDispatcher             |T| Sync service [webtools/securityPermissionCheck] finished in [2] milliseconds
2016-02-23 12:30:59,355 |0.0.0.0-8443-exec-41 |ModelService                  |I| Set default value [SECURITY] for parameter [primaryPermission]
2016-02-23 12:30:59,357 |0.0.0.0-8443-exec-41 |ServiceDispatcher             |T| Sync service [webtools/securityPermissionCheck] finished in [2] milliseconds
2016-02-23 12:30:59,358 |0.0.0.0-8443-exec-41 |ModelService                  |I| Set default value [SECURITY] for parameter [primaryPermission]
2016-02-23 12:30:59,361 |0.0.0.0-8443-exec-41 |ServiceDispatcher             |T| Sync service [webtools/securityPermissionCheck] finished in [3] milliseconds
2016-02-23 12:30:59,366 |0.0.0.0-8443-exec-33 |ModelService                  |I| Set default value [SECURITY] for parameter [primaryPermission]
2016-02-23 12:30:59,369 |0.0.0.0-8443-exec-33 |ServiceDispatcher             |T| Sync service [webtools/securityPermissionCheck] finished in [3] milliseconds
2016-02-23 12:30:59,372 |0.0.0.0-8443-exec-33 |ModelService                  |I| Set default value [SECURITY] for parameter [primaryPermission]
2016-02-23 12:30:59,376 |0.0.0.0-8443-exec-33 |ServiceDispatcher             |T| Sync service [webtools/securityPermissionCheck] finished in [4] milliseconds
2016-02-23 12:30:59,377 |0.0.0.0-8443-exec-33 |ModelService                  |I| Set default value [SECURITY] for parameter [primaryPermission]
2016-02-23 12:30:59,379 |0.0.0.0-8443-exec-33 |ServiceDispatcher             |T| Sync service [webtools/securityPermissionCheck] finished in [2] milliseconds
2016-02-23 12:30:59,387 |0.0.0.0-8443-exec-41 |ServerHitBin                  |I| Visit delegatorName=default, ServerHitBin delegatorName=default
2016-02-23 12:30:59,389 |0.0.0.0-8443-exec-41 |GenericDelegator              |E| Failure in create operation for entity [ServerHit]: org.ofbiz.entity.GenericEntityException: Error while inserting: [GenericEntity:ServerHit][contentId,webtools.main(java.lang.String)][createdStamp,2016-02-23 12:30:59.387(java.sql.Timestamp)][createdTxStamp,2016-02-23 12:30:59.387(java.sql.Timestamp)][hitStartDateTime,2016-02-23 12:30:59.309(java.sql.Timestamp)][hitTypeId,REQUEST(java.lang.String)][lastUpdatedStamp,2016-02-23 12:30:59.387(java.sql.Timestamp)][lastUpdatedTxStamp,2016-02-23 12:30:59.387(java.sql.Timestamp)][partyId,admin(java.lang.String)][referrerUrl,https://localhost:8443/webtools/control/checkLogin/main(java.lang.String)][requestUrl,https://localhost:8443/webtools/control/main(java.lang.String)][runningTimeMillis,77(java.lang.Long)][serverHostName,cristik1991(java.lang.String)][serverIpAddress,10.10.10.79(java.lang.String)][userLoginId,admin(java.lang.String)][visitId,21100(java.lang.String)] (SQL Exception while executing the following:INSERT INTO SERVER_HIT (VISIT_ID, CONTENT_ID, HIT_START_DATE_TIME, HIT_TYPE_ID, NUM_OF_BYTES, RUNNING_TIME_MILLIS, USER_LOGIN_ID, STATUS_ID, REQUEST_URL, REFERRER_URL, SERVER_IP_ADDRESS, SERVER_HOST_NAME, LAST_UPDATED_STAMP, LAST_UPDATED_TX_STAMP, CREATED_STAMP, CREATED_TX_STAMP, INTERNAL_CONTENT_ID, PARTY_ID, ID_BY_IP_CONTACT_MECH_ID, REF_BY_WEB_CONTACT_MECH_ID) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) (Duplicate entry '21100-webtools.main-2016-02-23 12:30:59-REQUEST' for key 'PRIMARY')). Rolling back transaction.
2016-02-23 12:30:59,389 |0.0.0.0-8443-exec-41 |TransactionUtil               |I| [TransactionUtil.rollback] transaction rolled back
2016-02-23 12:30:59,389 |0.0.0.0-8443-exec-41 |ServerHitBin                  |W| Error saving ServerHit: org.ofbiz.entity.GenericEntityException: org.ofbiz.entity.GenericEntityException: Error while inserting: [GenericEntity:ServerHit][contentId,webtools.main(java.lang.String)][createdStamp,2016-02-23 12:30:59.387(java.sql.Timestamp)][createdTxStamp,2016-02-23 12:30:59.387(java.sql.Timestamp)][hitStartDateTime,2016-02-23 12:30:59.309(java.sql.Timestamp)][hitTypeId,REQUEST(java.lang.String)][lastUpdatedStamp,2016-02-23 12:30:59.387(java.sql.Timestamp)][lastUpdatedTxStamp,2016-02-23 12:30:59.387(java.sql.Timestamp)][partyId,admin(java.lang.String)][referrerUrl,https://localhost:8443/webtools/control/checkLogin/main(java.lang.String)][requestUrl,https://localhost:8443/webtools/control/main(java.lang.String)][runningTimeMillis,77(java.lang.Long)][serverHostName,cristik1991(java.lang.String)][serverIpAddress,10.10.10.79(java.lang.String)][userLoginId,admin(java.lang.String)][visitId,21100(java.lang.String)] (SQL Exception while executing the following:INSERT INTO SERVER_HIT (VISIT_ID, CONTENT_ID, HIT_START_DATE_TIME, HIT_TYPE_ID, NUM_OF_BYTES, RUNNING_TIME_MILLIS, USER_LOGIN_ID, STATUS_ID, REQUEST_URL, REFERRER_URL, SERVER_IP_ADDRESS, SERVER_HOST_NAME, LAST_UPDATED_STAMP, LAST_UPDATED_TX_STAMP, CREATED_STAMP, CREATED_TX_STAMP, INTERNAL_CONTENT_ID, PARTY_ID, ID_BY_IP_CONTACT_MECH_ID, REF_BY_WEB_CONTACT_MECH_ID) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) (Duplicate entry '21100-webtools.main-2016-02-23 12:30:59-REQUEST' for key 'PRIMARY')) (Error while inserting: [GenericEntity:ServerHit][contentId,webtools.main(java.lang.String)][createdStamp,2016-02-23 12:30:59.387(java.sql.Timestamp)][createdTxStamp,2016-02-23 12:30:59.387(java.sql.Timestamp)][hitStartDateTime,2016-02-23 12:30:59.309(java.sql.Timestamp)][hitTypeId,REQUEST(java.lang.String)][lastUpdatedStamp,2016-02-23 12:30:59.387(java.sql.Timestamp)][lastUpdatedTxStamp,2016-02-23 12:30:59.387(java.sql.Timestamp)][partyId,admin(java.lang.String)][referrerUrl,https://localhost:8443/webtools/control/checkLogin/main(java.lang.String)][requestUrl,https://localhost:8443/webtools/control/main(java.lang.String)][runningTimeMillis,77(java.lang.Long)][serverHostName,cristik1991(java.lang.String)][serverIpAddress,10.10.10.79(java.lang.String)][userLoginId,admin(java.lang.String)][visitId,21100(java.lang.String)] (SQL Exception while executing the following:INSERT INTO SERVER_HIT (VISIT_ID, CONTENT_ID, HIT_START_DATE_TIME, HIT_TYPE_ID, NUM_OF_BYTES, RUNNING_TIME_MILLIS, USER_LOGIN_ID, STATUS_ID, REQUEST_URL, REFERRER_URL, SERVER_IP_ADDRESS, SERVER_HOST_NAME, LAST_UPDATED_STAMP, LAST_UPDATED_TX_STAMP, CREATED_STAMP, CREATED_TX_STAMP, INTERNAL_CONTENT_ID, PARTY_ID, ID_BY_IP_CONTACT_MECH_ID, REF_BY_WEB_CONTACT_MECH_ID) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) (Duplicate entry '21100-webtools.main-2016-02-23 12:30:59-REQUEST' for key 'PRIMARY')))
2016-02-23 12:30:59,389 |0.0.0.0-8443-exec-41 |ControlServlet                |T| [[[main(Domain:https://localhost)] Request Done- total:0.08,since last([main(Domain:http...):0.08]]
2016-02-23 12:30:59,397 |0.0.0.0-8443-exec-33 |ServerHitBin                  |I| Visit delegatorName=default, ServerHitBin delegatorName=default
2016-02-23 12:30:59,398 |0.0.0.0-8443-exec-33 |GenericDelegator              |E| Failure in create operation for entity [ServerHit]: org.ofbiz.entity.GenericEntityException: Error while inserting: [GenericEntity:ServerHit][contentId,webtools.main(java.lang.String)][createdStamp,2016-02-23 12:30:59.397(java.sql.Timestamp)][createdTxStamp,2016-02-23 12:30:59.397(java.sql.Timestamp)][hitStartDateTime,2016-02-23 12:30:59.311(java.sql.Timestamp)][hitTypeId,REQUEST(java.lang.String)][lastUpdatedStamp,2016-02-23 12:30:59.397(java.sql.Timestamp)][lastUpdatedTxStamp,2016-02-23 12:30:59.397(java.sql.Timestamp)][partyId,admin(java.lang.String)][referrerUrl,https://localhost:8443/webtools/control/checkLogin/main(java.lang.String)][requestUrl,https://localhost:8443/webtools/control/main(java.lang.String)][runningTimeMillis,85(java.lang.Long)][serverHostName,cristik1991(java.lang.String)][serverIpAddress,10.10.10.79(java.lang.String)][userLoginId,admin(java.lang.String)][visitId,21100(java.lang.String)] (SQL Exception while executing the following:INSERT INTO SERVER_HIT (VISIT_ID, CONTENT_ID, HIT_START_DATE_TIME, HIT_TYPE_ID, NUM_OF_BYTES, RUNNING_TIME_MILLIS, USER_LOGIN_ID, STATUS_ID, REQUEST_URL, REFERRER_URL, SERVER_IP_ADDRESS, SERVER_HOST_NAME, LAST_UPDATED_STAMP, LAST_UPDATED_TX_STAMP, CREATED_STAMP, CREATED_TX_STAMP, INTERNAL_CONTENT_ID, PARTY_ID, ID_BY_IP_CONTACT_MECH_ID, REF_BY_WEB_CONTACT_MECH_ID) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) (Duplicate entry '21100-webtools.main-2016-02-23 12:30:59-REQUEST' for key 'PRIMARY')). Rolling back transaction.
2016-02-23 12:30:59,399 |0.0.0.0-8443-exec-33 |TransactionUtil               |I| [TransactionUtil.rollback] transaction rolled back
